s5 pm10,m pm10,s1 pm10,s2 pm10,s3 pm10,s4 pm10
62.8,86.6,75.7,0,0,80.3
63.6,89,76.6,0,0,80.9
63.8,89,76.1,0,0,79.7
59.1,87.6,76.8,0,0,79.3
65.2,81.4,76.8,0,0,80.1
66.6,87.2,81.2,0,0,83.1
69,88.5,79.7,0,0,81.2
66.9,86.4,77.9,0,0,78.9
69.4,83.7,76.4,0,0,77.9
74.4,83,76.7,0,0,77.5
72.7,82.9,80.1,0,0,78
76.5,80.6,76.6,0,0,77.6
74,80,76.8,0,0,80.1
76,79.2,76.2,0,0,82.2
72,80,75.7,0,0,84.8
71.6,81.3,79.4,0,0,87.6
70.6,81.1,75.2,0,0,89.3
69.4,82.4,74,0,0,88.1
68.9,81.1,78.4,0,0,86.4
71.9,74.3,77.3,0,0,87.5
74.9,73.1,78.2,0,0,83.8
75.1,70.3,75.5,0,0,82.1
76.6,70.2,75.6,0,0,83.9
74.7,65.8,77.2,0,0,83.1
76.9,66.7,75.8,0,0,85.4
71.8,66.4,76,0,0,83.2
69.4,65.5,78.4,0,0,86.3
68.9,70.8,79.3,0,0,86.3
68.2,72.1,84.1,0,0,85.2
67,76,86.6,0,0,87.6
65.2,78.8,82.5,0,0,87.9
65.2,83.8,83.1,0,0,92.3
64.5,83.7,80.3,0,0,90.8
64.3,82.7,77.6,0,0,87.4
64.1,78.9,71.9,0,0,88.1
63.7,80.7,68.7,0,0,85.6
64.9,76,67,0,0,83.2
67.5,78.1,65.8,0,0,81.9
67.7,77.2,65,0,0,80.6
66.8,76.6,65.4,0,0,83
66.2,79.1,68.1,0,0,84.3
65.3,75.3,68.5,0,0,85.1
64.3,77.5,71.1,0,0,82.7
62.3,80.6,73.4,0,0,83.7
61.6,78.5,73.8,0,0,82.7
59.6,81.8,72.9,0,0,81.1
60.9,82.7,69,0,0,80.2
64,86.5,70,0,0,81.2
62.5,86.2,70.2,0,0,83.7
63.5,83.4,67.1,0,0,78.6
63.5,85.5,65.9,0,0,81.5
65.4,84.4,66.5,0,0,79.6
63,86,67.9,0,0,82.6
64.9,79.7,67.3,0,0,86.1
66.9,77.6,68.9,0,0,82.9
71.9,81.5,70.5,0,0,89.6
70.5,83.3,71.8,0,0,87.7
71.7,78.7,72.1,0,0,88.2
72.1,74.2,72.1,0,0,85.6
68.8,74.5,71.3,0,0,81.6
67.7,71,65,0,0,84.8
66.8,70,66,0,0,78.3
67.4,70.7,67,0,0,77.3
69.2,74.4,66.2,0,0,81.6
70.3,76.4,66.9,0,0,79.6
70.9,76.2,66.7,0,0,82
70.9,76.8,70.2,0,0,81.2
68.1,74.6,70.9,0,0,82.7
67.3,70.3,69.8,0,0,87.2
64.9,70.7,72,0,0,83.5
64.9,72.7,73.5,0,0,82
64.6,71.4,73.9,0,0,84.7
65.6,72.8,74,0,0,83.2
65.1,70.3,71.4,0,0,79.8
67,74.3,69.9,0,0,78.1
67.9,74.2,67.4,0,0,78.9
69.1,75,64.9,0,0,80.4
66.8,75.8,66.4,0,0,79.4
65.5,77.2,67.4,0,0,78.7
63.6,83.1,66.3,0,0,79.3
62.6,82.9,68.9,0,0,82.3
59.8,79.2,70,0,0,83.1
57.4,78.7,67.8,0,0,83
59.9,77.2,69.1,0,0,84.4
63.8,75.5,68.6,0,0,87.6
64.6,69.6,70.8,0,0,92.5
64.1,68.4,69.5,0,0,92.2
63.7,69.9,67.8,0,0,91.2
63.1,69.3,66.6,0,0,95.7
66.6,68.6,65.7,0,0,95.7
66.6,68.6,65.7,0,0,95.7
70.1,67.9,65.6,0,0,92.2
71.4,66.9,64.5,0,0,88.7
73.6,65.7,65,0,0,92.2
77.4,64.1,68.4,0,0,87.2
71.8,72.1,69.5,0,0,90.4
70.1,70.3,69.1,0,0,89.7
69.9,72.4,68.7,0,0,87.9
68.1,73.1,71,0,0,90.5
66.1,77.8,70.9,0,0,87.3
63.3,77.6,69.1,0,0,86
60.3,76.9,66.6,0,0,85.4
58.6,78.7,70,0,0,85.4
56.9,82.1,69.5,0,0,84.2
58.3,86.2,69.5,0,0,83.2
60.8,85.8,69.5,0,0,79.8
62.5,87,70.8,0,0,79
65.1,83,70.2,0,0,77.9
66.5,78.7,69.1,0,0,76.1
67.2,77.8,67.5,0,0,76.1
65.8,73.6,73.9,0,0,75.6
64,72.9,74,0,0,80.1
64.3,72.1,74.6,0,0,78.1
65.2,70.6,77.6,0,0,77.3
63.7,72.1,77.5,0,0,75.8
61.6,70,76.8,0,0,76.2
63.6,72.6,68.3,0,0,78.1
63,71.6,70.5,0,0,74.4
63.3,71.9,70.5,0,0,77.6
65,73.8,70.1,0,0,77.8
66,75,72.5,0,0,80
66,80.6,77,0,0,79.6
65.2,82.3,75.9,0,0,84.2
66.1,83.5,74.2,0,0,86.8
69.1,82.5,72.4,0,0,85.7
66.5,82.3,67.4,0,0,87.5
68.5,83.8,66.2,0,0,84
68.9,77.2,63.7,0,0,83.3
69.3,75.6,65.4,0,0,79.4
68.9,73.7,65.6,0,0,79.4
66.3,74.7,69,0,0,80.1
66,76.5,74.9,0,0,77.5
65.9,82.9,72.6,0,0,83.2
68.9,87.7,70.9,0,0,82.4
71.2,90,70.3,0,0,80.2
73.1,89.2,70.2,0,0,78.5
73.9,87.8,69.9,0,0,82.7
75.8,88.3,71.3,0,0,85.1
76,84.4,72.8,0,0,82.8
73.5,80.8,74.8,0,0,81.8
73.4,79.3,75.6,0,0,83.1
69.4,80.2,77.8,0,0,84.4
66.5,82.8,76,0,0,79.4
65.2,82,71.7,0,0,77.9
63.5,84.3,70.3,0,0,80
63.5,85.6,72.4,0,0,80
62.2,83.4,72.2,0,0,76
62.2,82.5,70.6,0,0,76
65.1,80.7,67.5,0,0,76.1
63.9,85.7,66.5,0,0,78
63.7,82.2,66.1,0,0,76.7
62.8,79.7,64.8,0,0,80.2
63.7,79,61.7,0,0,80.1
63,79.4,65.5,0,0,82.3
64.3,80.7,64.9,0,0,81.4
68.7,71.9,64.9,0,0,81.4
68.2,73.3,63.8,0,0,78.4
70.2,73.8,62.9,0,0,75.5
71,75.7,65.1,0,0,76.1
69.2,75.7,64.7,0,0,79.1
68.3,75.6,66.7,0,0,78.8
63.8,77.8,67.1,0,0,76.3
65.9,79.1,70.3,0,0,76.5
67,81.2,71.2,0,0,77.3
64.1,79.4,68.8,0,0,79.6
62.7,78.9,68.2,0,0,74.7
65,78.4,69.6,0,0,75.3
63.6,78,68.4,0,0,78.5
63.2,77.8,65.6,0,0,78.9
62.8,74.7,65.1,0,0,78.3
64.8,74.7,67.9,0,0,78.5
67.2,74.2,66.3,0,0,80.6
65.1,72.7,69,0,0,81.6
66.2,77.4,70.4,0,0,80.3
65.6,77.5,72.8,0,0,79.2
64.9,77.8,71.5,0,0,79.6
64.9,74.6,73.3,0,0,78.3
64.4,71.1,74.7,0,0,79
65.8,74.1,71.3,0,0,79.8
63.1,69.3,72.7,0,0,80.7
61.8,72.3,71.1,0,0,84
61.3,73.7,73.2,0,0,88.7
61.8,73.4,73.3,0,0,88
60.1,73.8,77.2,0,0,84.7
61.3,73.1,77.2,0,0,84.7
60.6,73.1,77,0,0,85.2
60.9,71.6,75.2,0,0,85.2
67.3,68.8,75.9,0,0,78.8
65.3,71.7,73.1,0,0,82.1
67.5,72.5,71.2,0,0,85.9
65.7,71.5,69,0,0,86.7
67.7,72.7,70.7,0,0,82.9
65.4,71,72.2,0,0,82.9
67,72.7,68.8,0,0,78.5
68.7,72.2,67.3,0,0,73.5
66.3,70.9,66.6,0,0,69.7
66.7,70.4,66.8,0,0,68.1
65.1,70.6,64.1,0,0,67
66.2,70.9,64.7,0,0,66.9
62.4,77.7,67.9,0,0,71.5
61.3,78.7,68,0,0,72.4
62.4,76.8,69,0,0,72.9
64.1,77,70.3,0,0,72.3
66,76.9,72.5,0,0,75.8
64.8,75.4,71.6,0,0,75.6
65.9,72.3,69.3,0,0,72
70.3,69.5,69.5,0,0,76.8
68.8,72.4,67.3,0,0,76.3
71.9,80.5,65.5,0,0,73.8
73.3,81.3,65.5,0,0,72.7
72.7,82.9,67.2,0,0,73
70.5,84.6,67.1,0,0,73.3
70.1,83.2,66.6,0,0,71
70.1,83.2,67.2,0,0,68.6
66.9,78.3,67,0,0,69.7
66,77.2,65.9,0,0,68.3
67.5,79.4,69.8,0,0,67.2
63.8,81.1,71.8,0,0,66.8
62.7,79.2,75.4,0,0,63
66.3,79.3,74.1,0,0,63
64.7,76,75.4,0,0,60.2
65.1,74.8,76.3,0,0,61.2
64.9,73.3,76.3,0,0,62
69.2,67.2,69.5,0,0,63.3
68.4,67.1,67.6,0,0,66.5
66.1,64.8,66.8,0,0,67.6
65.3,61.8,66.9,0,0,67.9
64.5,62.2,66.3,0,0,66.6
64.5,60.7,70.4,0,0,67.8
64.3,66.7,71.8,0,0,66.7
63.4,66.3,69.3,0,0,66.7
63.9,68.6,73.1,0,0,69.5
64.6,72,75.6,0,0,73.3
63.4,71.3,76.5,0,0,73.9
63.7,70.2,74.5,0,0,75.2
64,68.8,75.4,0,0,73.8
67.4,73.8,76.4,0,0,73.3
70.8,71.8,73.8,0,0,73
69,74.2,70.1,0,0,72.1
68.3,75.3,66.9,0,0,75.5
65.7,74.9,67.4,0,0,76.5
64.7,69.5,62.4,0,0,75.9
60.2,66.7,62,0,0,74.7
56.2,70.4,59.1,0,0,74.9
57.9,70.7,60.2,0,0,72.7
56.5,71.1,65.2,0,0,71.4
58.8,68.3,66.2,0,0,69.8
62.1,68.8,66.7,0,0,69.6
63.5,69.2,70.1,0,0,70.4
64.1,66.8,72.7,0,0,71.2
64.2,63.9,71,0,0,72
65.5,66.6,72.9,0,0,70.4
63.4,70.3,71.1,0,0,70
65.2,76.2,69.7,0,0,70.2
63.1,75.8,68.5,0,0,71.2
62.1,75,67,0,0,70.2
62.1,77.9,66.4,0,0,70
62.9,77.3,62.4,0,0,70.8
64.8,75.2,65.3,0,0,70.2
61.4,73.2,64,0,0,66.7
61.8,77.7,66.3,0,0,63.5
61.9,78,70.3,0,0,65.4
62,76.8,69,0,0,66.9
62.2,75.4,70.6,0,0,67.3
63.9,79.2,69.6,0,0,70.1
66.7,78.4,68.9,0,0,72.6
67.3,75.4,67.8,0,0,74.4
69.7,74.6,64.1,0,0,76.8
70.5,72.3,70.1,0,0,75.6
69.2,71.9,68.6,0,0,75
66.8,70.5,70.8,0,0,73.4
63.6,69.8,71.1,0,0,74.8
64.7,71,70.7,0,0,72.3
64.4,73.1,69.9,0,0,67.8
62.4,75.7,63.9,0,0,68.7
61.9,81,65.2,0,0,68.6
64.7,79.1,65.2,0,0,65.8
64.4,83.4,61.9,0,0,62.3
63.5,83,61.2,0,0,65.4
62.5,82.4,66.2,0,0,67.2
64.7,80.9,67.2,0,0,67.7
63.9,77.2,70.3,0,0,69.3
63.3,79.5,70.6,0,0,68.3
64.1,75.8,75.7,0,0,71.1
63.2,73,76.5,0,0,73.7
63.7,71.9,74.1,0,0,73.4
62.1,72.9,75.3,0,0,73.8
64.9,75.7,70.6,0,0,72.9
65,74.7,70.9,0,0,72.1
64.3,74.7,68.2,0,0,72.2
67.5,75.2,68.5,0,0,67.8
65.5,77.2,70,0,0,67.7
65.7,74.5,69.8,0,0,65.6
63.4,72.9,71.7,0,0,63.3
61.6,73.5,70.5,0,0,63.9
61.6,72.7,72.6,0,0,63.7
61.2,73.3,73.2,0,0,63.9
62.1,74.7,71.7,0,0,62.1
63,77.5,72.2,0,0,63.9
63.6,77.6,69.9,0,0,66.7
63.6,77,70.7,0,0,65
63,78,68.1,0,0,67.9
61.1,75.5,68.2,0,0,65.2
60.5,70.7,68,0,0,66.7
61,69,66.6,0,0,65.4
60.1,67.5,66.8,0,0,64.1
61.6,65.7,66.4,0,0,66.3
64.5,63.6,67.9,0,0,66.9
66.5,62.6,65.8,0,0,71.5
69.5,63.2,66.6,0,0,69.9
70,66.8,66.8,0,0,66.8
73.9,66.2,68.1,0,0,68.6
72.3,65.2,68.2,0,0,67.8
70.2,67.9,67.9,0,0,68.7
67.6,69.2,68.3,0,0,65.4
69.3,71.4,68.5,0,0,65.4
69.1,67.8,69.3,0,0,66.3
68.2,67.4,71.7,0,0,64.8
69.5,69.9,70.8,0,0,64.9
69.9,68.6,72.1,0,0,64.9
68.4,66.8,72.9,0,0,64.4
64.7,65.9,72.3,0,0,66
61.4,66.4,69.9,0,0,66.7
56.6,64,67.4,0,0,65.7
52.5,66.9,64.2,0,0,66
54.1,66.1,62.4,0,0,65.2
53.8,68.8,64,0,0,65.7
53.8,73.6,63.7,0,0,66.4
57.8,72.6,65.6,0,0,67.4
61.6,76.2,64.7,0,0,67.9
63.8,75.1,68.3,0,0,65.5
62.8,70.6,75.9,0,0,63.2
60.7,69.3,73.9,0,0,65.2
59.7,64.7,73.4,0,0,63.7
57.3,62.9,73.6,0,0,61.4
52.8,63,72.9,0,0,62.7
51.8,64,67.1,0,0,63.8
52.1,68.1,64.9,0,0,64.8
53.3,70.7,64.8,0,0,64.3
53.7,73.6,67.8,0,0,65.2
54.8,75,67,0,0,64.7
58,79,66.7,0,0,62.7
56.8,79.4,70.7,0,0,63.5
57.8,78.5,69.9,0,0,64.4
57.7,75.5,67.2,0,0,63.6
61.4,78.2,64.6,0,0,64.6
61.3,77,65.3,0,0,65.9
61.1,74.8,66,0,0,67.5
60.5,74.1,63.6,0,0,65.7
60.1,75.1,62,0,0,64.2
60.3,72.9,63.8,0,0,63.8
58.2,68.4,65.9,0,0,62.8
58.9,69,66.4,0,0,61.4
59.1,66.6,65,0,0,59.6
60.1,65.5,65.2,0,0,59.7
59.2,66.5,65.3,0,0,60.5
60,68.1,66.7,0,0,62.5
59.7,66.8,63.3,0,0,63.9
58.3,64.5,61.4,0,0,63.8
55.5,65.9,63.7,0,0,64.2
55.1,67.4,61.1,0,0,62.7
55.8,69.9,60.2,0,0,61.8
54.4,66,60.5,0,0,62.6
52,68.7,61.9,0,0,60.3
50.6,71.5,61.6,0,0,62
53.5,71,60.1,0,0,61.4
53.8,71.7,63.7,0,0,65
53.4,71.8,64.3,0,0,64.9
52.5,74.4,64.1,0,0,62.2
52.8,72.7,63.3,0,0,62.2
55.4,69.1,64.2,0,0,63.6
52.7,71.1,63.5,0,0,65.1
53.6,69.7,60.4,0,0,62.8
54.1,68.3,59.5,0,0,64
55.1,67.8,58.5,0,0,62.7
54.5,69.3,62.5,0,0,63.8
54.8,70,62.2,0,0,62.9
57.4,65.4,63.9,0,0,61.9
58.4,66.7,64.1,0,0,65.4
58.4,66.7,64.1,0,0,65.4
59.4,73.1,66,0,0,66.8
59.3,72.2,63.1,0,0,65.4
58.6,72.4,64.1,0,0,65.4
57.3,76.9,63.1,0,0,67
56.6,74.1,63.2,0,0,65.1
59.2,67.4,62.6,0,0,68.8
57.2,68.1,59.4,0,0,64.9
58.5,69,60.4,0,0,66.2
60.4,68.6,63.1,0,0,66.1
59.8,65,62.6,0,0,63.3
59.2,66.3,61.7,0,0,65.8
59.2,66.3,61.7,0,0,65.8
59.1,65.6,67.7,0,0,66.5
58.2,62.3,66.7,0,0,65.9
57.9,62.6,65.9,0,0,65.9
55.8,65.5,64.9,0,0,67.5
58.5,65.9,66.6,0,0,64.8
60.1,59.1,64.1,0,0,64.2
59.1,60.3,64.7,0,0,61.5
58.5,60.6,66.2,0,0,63
56.5,56.3,66.5,0,0,63.1
57.4,52.3,67.3,0,0,61.3
56.9,52.1,66,0,0,60.9
56.9,52.1,66,0,0,60.9
57.2,55.4,63.5,0,0,61.6
58.4,56,60.8,0,0,60.5
61.1,57.3,58.8,0,0,61.7
59.5,61.5,58.6,0,0,65.4
59.6,65.5,60.5,0,0,66
61.3,68.1,59.3,0,0,67
59.6,70.4,60.5,0,0,66.8
59,71.3,62.6,0,0,67.7
57.8,73.7,61.5,0,0,66.1
57.8,71.4,62.3,0,0,62.9
55.3,67.3,62.9,0,0,62.6
52.6,66.8,60.7,0,0,63.4
53.7,62.8,60,0,0,64.3
53,61.6,57.7,0,0,62.3
51.8,62.1,58.1,0,0,63.6
54.2,64.4,59.4,0,0,62.4
55.2,62.8,61.4,0,0,60.9
57,68.8,63,0,0,60.9
55.3,68.7,63.9,0,0,60.5
56.5,67.3,64,0,0,61.8
57.2,68.3,63.6,0,0,59.6
57.2,66.7,64.1,0,0,61.6
57.6,65.1,58.9,0,0,65.5
57.3,64.5,62.3,0,0,63
58.2,62.6,61.5,0,0,63.1
58.3,66.4,62,0,0,62.8
58.3,67.6,62.1,0,0,64.2
55.8,67.7,61.1,0,0,63.8
58.3,72.8,63.6,0,0,63.3
56.6,68.7,60,0,0,62.8
59,68.8,60.6,0,0,60.9
59.7,67.7,62.1,0,0,59.4
59.8,62.7,64.8,0,0,59
59.3,61.6,62.9,0,0,60.3
57.5,61.1,62.4,0,0,59.6
57.6,60.1,63.8,0,0,63.7
55.3,60.3,63.4,0,0,65.2
53.4,59,62.1,0,0,64
53.3,58.9,58.4,0,0,62
53.9,61.7,59.2,0,0,59.8
55,63.6,56.8,0,0,58.6
57.2,61.4,55.2,0,0,56.8
56.2,66.4,56.1,0,0,53.4
56.7,65.9,57.3,0,0,54.2
58.5,67.6,59,0,0,55.1
58.5,66.1,58.1,0,0,55
58.2,63.6,61.6,0,0,55.5
54.2,64.4,64.3,0,0,56.6
56.1,66.4,64.2,0,0,58.6
56.8,65.4,64.9,0,0,59.9
55.7,67,65.4,0,0,60.5
57.4,70.6,67.9,0,0,60.3
55.1,71.8,68.6,0,0,59.5
56.7,72.2,66.6,0,0,59.7
56.3,68.7,65.8,0,0,59
54.5,71.2,64.2,0,0,59.2
54.7,71.4,63.5,0,0,59
52.8,66.1,62.6,0,0,56
53.4,64.6,58.8,0,0,57.5
53.8,64.9,59.6,0,0,58
52.5,68.9,60.4,0,0,58.4
53.7,69.6,59.3,0,0,56.4
50.1,69.1,60.5,0,0,55.7
51.4,71.9,59.7,0,0,57.9
51.8,70.3,62.6,0,0,54.8
51.6,71.2,60.4,0,0,55.9
51.1,71.3,60.9,0,0,56.4
50.9,69,61.5,0,0,59.9
52.1,71,61.7,0,0,61.6
53.5,68.5,62.3,0,0,66.6
51.6,70.8,62.3,0,0,67.2
53.6,69.6,65.5,0,0,67.2
53.3,67.5,64.8,0,0,64.3
54.4,66.6,66.2,0,0,60.9
56.1,62.6,66,0,0,61.2
56.3,62.5,65.4,0,0,56.2
57.3,63.5,63.4,0,0,56.6
56.1,62.9,62.3,0,0,57
55.5,60.8,62.6,0,0,58.9
54.8,62.4,62.2,0,0,59.4
54.3,65.1,63.2,0,0,59.8
52.3,67.1,66,0,0,62.7
54,66.2,67,0,0,62.2
54.3,68.3,68.1,0,0,60
54.3,68.2,70.7,0,0,58.1
56.9,68,71.1,0,0,57.4
55.7,64.2,69,0,0,59.1
55.9,64.8,67.2,0,0,58.3
57.4,67.6,68,0,0,58.4
60.4,68.8,66.5,0,0,57.5
60.5,68.3,65.8,0,0,62.5
58.8,70.5,66.4,0,0,62.6
58.4,71.3,66.7,0,0,60.9
58.4,69.8,65.8,0,0,60.7
57.5,68.4,65.9,0,0,64.3
54.6,67.3,69.3,0,0,67.3
54,65.9,66.4,0,0,63.1
53.4,64.5,65.5,0,0,63.4
54.3,66.4,64.2,0,0,62.1
55.5,66.7,64.8,0,0,61.6
54.7,63.5,62.9,0,0,59.9
56.2,68.5,61.1,0,0,58.7
56.1,72,62.5,0,0,56.2
58.5,71.6,61.4,0,0,56.5
57.7,72.2,62.8,0,0,56.9
55.4,72.1,63.6,0,0,58.8
53.7,71,65,0,0,60.7
53.6,71,63.2,0,0,62.7
54.5,67.3,63.8,0,0,64.8
53.1,68,64.1,0,0,63.6
54.2,67.4,62.9,0,0,64.5
53.3,67.2,65,0,0,63.8
54.1,67.8,62.9,0,0,62
55.7,66.3,61.9,0,0,60
56.2,67,59.6,0,0,60.9
55.7,63.5,61.6,0,0,61.7
56.4,62,65.9,0,0,62
58,62.4,62.1,0,0,60.1
59.3,60.8,62.7,0,0,61.6
59.3,60.8,62.7,0,0,61.6
55.9,62,63.1,0,0,61.5
55.5,68.6,61.7,0,0,59.6
53.9,69.1,59.6,0,0,59.1
55.2,68.3,59.4,0,0,58.1
55,72.5,60.2,0,0,55.8
54.2,70.7,63.3,0,0,58.1
56,71.9,63.9,0,0,58.2
58.2,65.7,63.4,0,0,59.9
60.1,62.6,63.2,0,0,59.1
56.6,63.9,64,0,0,59
58.1,60.9,62.8,0,0,59.7
59.2,60.3,62.6,0,0,60.2
60.5,61.4,64.2,0,0,59.7
58.7,63.5,65,0,0,59.8
58.2,70.2,64.3,0,0,59.8
58.2,68.5,66.4,0,0,60.7
56.9,69.8,68.7,0,0,59.6
55.1,65.2,68.7,0,0,60
54.4,66,67.9,0,0,61.1
56.2,66.5,67.5,0,0,61.5
56.9,59.4,69.2,0,0,61.5
57.7,62.3,71.4,0,0,59.3
55.2,61.5,69.6,0,0,60.8
55.3,61.9,69.6,0,0,60.1
58.5,63.3,68.5,0,0,56.4
57.3,61,68.6,0,0,55.9
58.2,64.8,68.4,0,0,54.8
57.4,63.1,65.3,0,0,56.1
62.2,65.1,64.5,0,0,55.3
63.4,64.6,65,0,0,55.9
61.7,64.2,63.6,0,0,58.2
61.7,63.6,62.9,0,0,61.1
59.8,62.8,62.3,0,0,63.4
63.7,64.3,60.5,0,0,63.1
59,63,65.6,0,0,62.4
57,62.5,66.7,0,0,61.7
58.8,62.8,64.8,0,0,60.4
59.8,64.1,64.2,0,0,57.2
61.2,65.2,63.4,0,0,57.6
59.6,67.1,65.7,0,0,58.8
61.5,66.3,61.9,0,0,60.3
62.3,68,62.1,0,0,61.7
58,68.9,63.1,0,0,63.3
54.9,72.8,63.7,0,0,64.1
51.8,68.5,65.3,0,0,64.4
51.3,65,67.1,0,0,64.9
52,63.1,65.9,0,0,66
52.1,63.9,64.4,0,0,64.3
56.2,61.4,63.2,0,0,67.8
61,57.7,64.4,0,0,67.2
64,59.9,61.8,0,0,69.1
64,62.9,62.7,0,0,67.9
63.1,64.8,64.2,0,0,66.1
62.5,68.6,64.8,0,0,63.9
62.9,69.5,65.4,0,0,63.3
59,72.6,64,0,0,62.3
56.8,74.3,66.9,0,0,59.3
56.7,75.4,63.1,0,0,61.7
57.9,78.1,63.6,0,0,61.8
57.7,77.7,63.9,0,0,62.1
55.8,73.7,64.4,0,0,60.2
56,68.4,65.5,0,0,62.7
56.5,68.5,63.9,0,0,62
56.1,65.7,67.2,0,0,59.7
56.1,62.2,66.9,0,0,60.1
58.5,61.9,65.8,0,0,61.6
58.4,63.6,68.2,0,0,61.6
59.2,66.2,70.2,0,0,59.6
63.6,64.3,70.4,0,0,63.8
69.1,64.6,69.5,0,0,63.9
73,69.2,68.1,0,0,62.2
73.6,69.7,67.9,0,0,59.8
79.3,74,70.5,0,0,58.6
82.2,74.7,70.2,0,0,60.1
78.7,77.8,71.2,0,0,57.5
74.5,78.7,70.3,0,0,57.6
70.8,78.5,73.7,0,0,59.1
70.2,80.5,73.2,0,0,60.6
66.8,78.6,74,0,0,62.3
63,82.4,73.7,0,0,62.8
63.7,81,73.3,0,0,61
65.8,78,73.3,0,0,62
68.8,75.6,73.9,0,0,62.7
70.1,75,72.3,0,0,62
70.5,78.2,72.1,0,0,60.4
70,74.3,71.6,0,0,59.4
68.9,73.2,71.5,0,0,61
67.8,76,69.5,0,0,57.9
66.4,79.8,67.6,0,0,56.5
64,82,70.9,0,0,60.1
63.6,78.9,68,0,0,60.9
67.5,78.5,69.5,0,0,61.6
68.7,80.3,72.4,0,0,63.3
67.9,79.2,73.6,0,0,64.6
65.9,75.1,74.7,0,0,67
66.3,77.7,73.7,0,0,63.4
67.3,77,74.7,0,0,65.4
62.9,80.5,73.5,0,0,64.4
61.6,83.1,73,0,0,62.4
60,85.8,72.5,0,0,64.1
60.5,89,68.6,0,0,63.3
58.1,84.7,69.5,0,0,66.1
55.1,85.3,68,0,0,65.1
59.4,82.6,65.9,0,0,63.1
59.8,80.5,63,0,0,67
61.5,79,66.4,0,0,65.3
63.5,78.7,67,0,0,63.8
64.2,80.2,66.5,0,0,64.7
64.6,80.6,70.6,0,0,64.5
60.9,80.4,72.4,0,0,66.4
61.3,79.4,73.8,0,0,65
64.7,79.7,72.4,0,0,65.1
63,79.8,73.6,0,0,65.5
62.3,75.5,78,0,0,64.4
65,77.3,76.9,0,0,62.1
69.2,75.5,76.1,0,0,62.6
67.7,77.2,83.9,0,0,61.2
64.5,75.4,83.2,0,0,60.5
64.1,76.9,83.9,0,0,63.4
64.9,78.1,80.2,0,0,65.2
65.8,78.9,77.7,0,0,65.4
64.1,82.8,77.7,0,0,65.4
63.3,81.1,70.4,0,0,66.3
62.9,82.8,71.1,0,0,67
63.2,81.5,73.4,0,0,65.6
64.5,81.9,72.5,0,0,66.1
62.8,79.7,69.8,0,0,66.2
62.9,79.6,69.4,0,0,68.8
64.9,77.8,70,0,0,68.2
65.5,84.3,67.8,0,0,66.4
72.7,82.5,65.3,0,0,67.2
72.7,82.5,65.3,0,0,67.2
69.8,85.2,68.2,0,0,64.1
67.9,85.9,67.9,0,0,60.8
72,86.6,68.7,0,0,60.7
71.6,80.4,69.5,0,0,61.8
64.2,79.8,69.9,0,0,63.1
65.2,78.2,69,0,0,63.5
65.8,77.5,71,0,0,65.6
64.4,75.1,73.6,0,0,67.2
64.6,79.1,74.3,0,0,67.4
65,81,75.4,0,0,65.3
68.8,82.2,75.1,0,0,64.8
71.3,83.4,78.3,0,0,65.9
73.2,79.8,78.2,0,0,63.7
74.4,78.5,77.5,0,0,62.7
69.7,76.2,77,0,0,61.9
71.3,74.7,78.2,0,0,65.1
70.7,76.5,80.5,0,0,64.1
67.2,79.3,82,0,0,64.8
64.5,80,84,0,0,68.6
64.8,84.6,88,0,0,68.1
67.7,87,91.5,0,0,68.5
65.6,86.1,94.1,0,0,66.9
66.5,84.9,95.7,0,0,69.5
69.5,83,94.5,0,0,67.5
70.2,87.5,91.9,0,0,64
74,84.1,93.2,0,0,66.4
73.6,78.9,92.7,0,0,67.8
71.2,81.8,90,0,0,69.5
73.7,83.6,87.4,0,0,70.6
74,83.1,85.6,0,0,73.2
72.3,82.2,89.3,0,0,74.3
69.8,82.7,83,0,0,74
69.5,89.1,80.6,0,0,73.1
70.6,90.2,79.1,0,0,71.3
67.4,85.9,79.4,0,0,67.3
67.9,84.3,79.5,0,0,67.9
68,85.6,80.9,0,0,66.2
71.2,86.6,81.5,0,0,65
72.2,83.2,82.3,0,0,63.3
71.9,83.5,82.4,0,0,64.3
75.4,84.2,88.2,0,0,66.3
76.8,85.8,88.8,0,0,65.5
77.7,86.7,89.5,0,0,65.3
78.5,83.8,93.8,0,0,64.1
78.5,88.2,92,0,0,63.9
81.2,85.4,91.3,0,0,63.4
78.3,86.6,86.8,0,0,63.5
77.6,87.1,86,0,0,63.9
79.7,85.3,83.5,0,0,67.1
77.6,85.8,79.2,0,0,70.3
76.3,82.3,78.3,0,0,71.8
73.4,85.1,81.6,0,0,70.9
74.3,82.5,81.3,0,0,69.6
73.9,85.2,82.7,0,0,69.2
72.4,88.6,83.7,0,0,67.1
73.9,92.8,86.4,0,0,65.5
74.2,94.6,90.1,0,0,66.5
73.5,91.6,88.3,0,0,67.4
71.2,95.9,90.8,0,0,70.7
70.7,95.6,90,0,0,69
68.2,93,88.5,0,0,70.7
66.7,89.5,89.5,0,0,72
67,86.3,86.1,0,0,74
66.7,86.4,86,0,0,71.8
68.5,84.8,84.7,0,0,69.8
71,83.5,84.8,0,0,71.8
70.2,86.5,85,0,0,72.7
71,87.6,81.6,0,0,69.4
69.9,90.7,82.3,0,0,66.4
71.6,98,86.6,0,0,68.4
69.7,97.5,86.5,0,0,67.3
